Code,Name,Agreement,Auditor,Change,Debt,Delist,GEM,Halt,Insurance,Litigation,Loan,Potential Issue,Report,Resignation,Restriction,Restructure,Resumption,RTO,Share,Transaction,Long-stop,Offshore,Special Dividend,Specific Mandate,Fluctuation,Voting,IPO
00180,Kader Holdings Co. Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N
00181,Fujian Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00182,Concord New Energy Group Ltd.,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00183,Winfull Group Holdings Ltd.,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00184,Keck Seng Investments (Hong Kong) Ltd.,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00185,ZH International Holdings Ltd.,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N
00186,"Grande Holdings Ltd., The",Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N
00187,Beijing Jingcheng Machinery Electric Co. Ltd. - H Shares,Y,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
00188,Sunwah Kingsway Capital Holdings Ltd.,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00189,Dongyue Group Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N
00190,HKC (Holdings) Ltd.,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00191,Lai Sun Garment (International) Ltd.,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,Y
00193,Capital Estate Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00194,Liu Chong Hing Investment Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
00195,L'sea Resources International Holdings Ltd.,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N
00196,Honghua Group Ltd.,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N
00197,Heng Tai Consumables Group Ltd.,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00198,SMI Holdings Group Ltd.,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N
00199,ITC Properties Group Ltd.,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N
00200,Melco International Development Ltd.,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,N
00201,Magnificent Hotel Investments Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
00202,EverChina Int'l Holdings Co. Ltd.,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N
00204,China Investment Development Ltd.,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00205,SEEC Media Group Ltd.,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N
00206,TSC Group Holdings Ltd.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N
00207,Joy City Property Ltd.,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N
00208,Polytec Asset Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
00209,Winshine Science Co. Ltd.,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,Y,N,N
00210,Daphne International Holdings Ltd.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00211,Styland Holdings Ltd.,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00212,Nanyang Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00213,National Electronics Holdings Ltd.,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00214,Asia Orient Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00215,Hutchison Telecommunications Hong Kong Holdings Ltd.,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00216,"Chinney Investments, Ltd.",N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00217,China Chengtong Development Group Ltd.,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N
00218,Shenwan Hongyuan (H.K.) Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00219,Shun Ho Property Investments Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00220,Uni-President China Holdings Ltd.,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00221,Easy One Financial Group Ltd.,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00222,Min Xin Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00223,Sino Resources Group Ltd.,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N
00224,Pioneer Global Group Ltd.,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N
00225,Pokfulam Development Co. Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00226,Lippo Ltd.,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00227,First Shanghai Investments Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00228,China Energy Development Holdings Ltd.,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N
00229,Raymond Industrial Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00230,Minmetals Land Ltd.,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N
00231,Ping An Securities Group (Holdings) Ltd.,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N
00232,AVIC International Holding (HK) Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00233,Mingyuan Medicare Development Co. Ltd.,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00234,New Century Group Hong Kong Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00235,China Strategic Holdings Ltd.,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00236,San Miguel Brewery Hong Kong Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00237,Safety Godown Co. Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N
00238,Evergreen International Holdings Ltd.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00239,Pak Fah Yeow International Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
00240,Build King Holdings Ltd.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00241,Alibaba Health Information Technology Ltd.,N,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N
00242,Shun Tak Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N
00243,QPL International Holdings Ltd.,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
00244,"Sincere Co. Ltd., The",N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
00245,China Minsheng Financial Holding Corporation Ltd.,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N
00246,Real Gold Mining Ltd.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
00247,Tsim Sha Tsui Properties Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00248,HKC International Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00250,Sino-i Technology Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00251,S E A Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N
00252,Southeast Asia Properties & Finance Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00253,Shun Ho Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
00254,National United Resources Holdings Ltd.,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00255,Lung Kee (Bermuda) Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00256,Citychamp Watch & Jewellery Group Ltd.,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
00257,China Everbright International Ltd.,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N
00258,Tomson Group Ltd.,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
00259,Yeebo (International Holdings) Ltd.,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
00260,AVIC Joy Holdings (HK) Ltd.,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00261,CCT Land Holdings Ltd.,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
00262,Deson Development International Holdings Ltd.,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
00263,GT Group Holdings Ltd.,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00264,Ascent International Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N
00265,Orient Victory China Holdings Ltd.,Y,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00266,Tian Teck Land Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
00267,CITIC Ltd.,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N
00268,Kingdee International Software Group Co. Ltd.,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00269,China Resources and Transportation Group Ltd.,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00270,Guangdong Investment Ltd.,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
00271,Dan Form Holdings Co. Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00272,Shui On Land Ltd.,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N
00273,Mason Financial Holdings Ltd.,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00274,China Billion Resources Ltd.,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00275,Hanny Holdings Ltd.,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00276,Mongolia Energy Corporation Ltd.,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00277,Tern Properties Co. Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00278,Wah Ha Realty Co. Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00279,Freeman Financial Corporation Ltd.,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,Y,N,N
00280,King Fook Holdings Ltd.,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00281,Rivera (Holdings) Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
00282,Next Digital Ltd.,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N
00283,Goldin Properties Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N
00285,BYD Electronic (International) Co. Ltd.,N,N,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00286,Common Splendor International Health Industry Group Ltd.,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
00287,Winfair Investment Co. Ltd.,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
00288,WH Group Ltd.,Y,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y
00289,Wing On Company International Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00290,China Fortune Financial Group Ltd.,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
00291,China Resources Beer (Holdings) Co. Ltd.,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,N
00292,Asia Standard Hotel Group Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00293,Cathay Pacific Airways Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00294,Yangtzekiang Garment Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00295,Kong Sun Holdings Ltd.,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00296,Emperor Entertainment Hotel Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00297,Sinofert Holdings Ltd.,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00298,Chuang's China Investments Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
00299,New Sports Group Ltd.,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N
00300,Shenji Group Kunming Machine Tool Co. Ltd. - H Shares,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N
00303,VTech Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N
00305,Wuling Motors Holdings Ltd.,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N
00306,Kwoon Chung Bus Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N
00307,Up Energy Development Group Ltd.,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N
00308,China Travel International Investment Hong Kong Ltd.,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00309,Xinhua News Media Holdings Ltd.,N,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00310,Prosperity Investment Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00311,Luen Thai Holdings Ltd.,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00312,Shirble Department Store Holdings (China) Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00313,Richly Field China Development Ltd.,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
00315,SmarTone Telecommunications Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N
00316,Orient Overseas (International) Ltd.,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00317,CSSC Offshore & Marine Engineering (Group) Co. Ltd. - H Shs,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
00318,Vongroup Ltd.,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00319,China Metal International Holdings Inc.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00320,Computime Group Ltd.,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
00321,Texwinca Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N
00322,Tingyi (Cayman Islands) Holding Corp.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,Y,N,N
00323,Maanshan Iron & Steel Co. Ltd. - H Shares,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N
00326,China Star Entertainment Ltd.,Y,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00327,PAX Global Technology Ltd.,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N
00328,Alco Holdings Ltd.,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N
00329,Dragonite International Ltd.,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00330,Esprit Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N
00331,FSE Engineering Holdings Ltd.,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y
00332,Yuan Heng Gas Holdings Ltd.,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N
00333,Top Form International Ltd.,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00334,TCL Display Technology Holdings Ltd.,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00335,Upbest Group Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00336,Huabao International Holdings Ltd.,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00337,Greenland Hong Kong Holdings Ltd.,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N
00338,Sinopec Shanghai Petrochemical Co. Ltd. - H Shares,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00339,Earnest Investments Holdings Ltd.,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N
00340,China Mining Resources Group Ltd.,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00341,Cafe de Coral Holdings Ltd.,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
00342,NewOcean Energy Holdings Ltd.,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
00343,Culturecom Holdings Ltd.,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N
00345,Vitasoy International Holdings Ltd.,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
00346,Yanchang Petroleum International Ltd.,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N
00347,Angang Steel Co. Ltd. - H Shares,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N
00348,Haier Healthwise Holdings Ltd.,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
00351,Asia Energy Logistics Group Ltd.,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N
00352,Fortune Sun (China) Holdings Ltd.,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N
00353,Energy International Investments Holdings Ltd.,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N
00354,Chinasoft International Ltd.,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N
00355,Century City International Holdings Ltd.,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N
00356,DT Capital Ltd.,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N
00357,HNA Infrastructure Co. Ltd. - H Shares,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N
00358,Jiangxi Copper Co. Ltd. - H Shares,Y,N,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N
00359,"China Haisheng Juice Holdings Co., Ltd.",N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
00360,New Focus Auto Tech Holdings Ltd.,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,Y,N,N
00361,Sino Golf Holdings Ltd.,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N
00362,China Zenith Chemical Group Ltd.,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
00363,Shanghai Industrial Holdings Ltd.,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N
00364,Ping Shan Tea Group Ltd.,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
00365,Sun East Technology (Holdings) Ltd.,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N
00366,"Luks Group (Vietnam Holdings) Co., Ltd.",N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
